# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
1.446432e-01 6.068884e-02 7.678547e-01 1.103998e+00 6.963138e-01 7.528113e-01 -2.636655e-04
3.766365e-01 4.110947e-02 6.265550e-01 9.991291e-01 9.377633e-01 1.323292e-01 -1.149915e-04
4.086356e-01 5.717550e-02 8.972125e-01 1.089351e+00 8.210638e-01 3.958222e-01 -2.073846e-04
2.626500e-01 3.728333e-02 5.088188e-01 8.075259e-01 7.639906e-01 7.387501e-01 -5.878168e-05
2.215941e-01 5.292128e-02 6.635273e-01 8.927349e-01 7.020450e-01 9.884341e-01 -1.516570e-04
4.504864e-01 3.277553e-02 7.300528e-01 1.010400e+00 8.574227e-01 1.442520e-01 -4.354130e-06
3.324552e-01 6.925230e-02 5.967916e-01 9.015256e-01 9.774420e-01 3.766937e-01 -2.453647e-04
1.896194e-01 4.879375e-02 8.099717e-01 1.195360e+00 6.314405e-01 5.104240e-01 -9.813731e-05
1.864938e-01 6.756323e-02 6.394861e-01 8.404626e-01 8.476554e-01 1.935986e-01 -2.054881e-05
3.418300e-01 4.798264e-02 7.544369e-01 1.056416e+00 7.936581e-01 9.412173e-01 -1.726599e-04
4.723613e-01 5.404501e-02 5.189422e-01 9.535476e-01 6.728564e-01 5.539725e-01 -7.676559e-05
2.059686e-01 3.415161e-02 8.867976e-01 1.149582e+00 9.174798e-01 3.314080e-01 -2.289523e-04
2.595248e-01 5.605299e-02 7.414092e-01 1.150316e+00 9.540336e-01 8.128786e-02 -1.313945e-04
4.180100e-01 3.590603e-02 6.516842e-01 9.465675e-01 6.111081e-01 8.060734e-01 -2.844784e-04
3.985109e-01 6.237913e-02 8.247704e-01 1.043088e+00 7.285875e-01 6.973797e-01 -3.760455e-05
1.290180e-01 4.191936e-02 5.817015e-01 8.600449e-01 8.871393e-01 4.355459e-01 -1.907593e-04
1.056479e-01 5.065747e-02 8.413693e-01 9.184130e-01 7.611038e-01 3.083441e-01 -1.222052e-04
3.718938e-01 3.113550e-02 5.529932e-01 1.184708e+00 8.040310e-01 5.767948e-01 -2.749090e-04
4.414662e-01 6.713986e-02 7.236567e-01 8.756384e-01 9.371358e-01 9.341067e-01 -6.592413e-05
2.860816e-01 4.730508e-02 6.823273e-01 1.021233e+00 6.785857e-01 2.004675e-01 -2.186991e-04
2.294857e-01 6.295876e-02 5.402156e-01 1.078311e+00 6.436539e-01 4.438956e-01 -1.156988e-05
4.988325e-01 4.275316e-02 8.534148e-01 8.248060e-01 9.976528e-01 6.887884e-01 -1.628983e-04
3.184234e-01 5.928429e-02 6.201597e-01 1.115223e+00 8.674764e-01 8.294090e-01 -1.052776e-04
1.598890e-01 3.876589e-02 7.866539e-01 9.816430e-01 7.228545e-01 5.771049e-02 -2.566814e-04
1.607179e-01 5.934742e-02 8.298866e-01 1.074766e+00 6.173738e-01 5.746687e-01 -1.484268e-04
3.175922e-01 3.884981e-02 5.635928e-01 8.283687e-01 9.727641e-01 3.105305e-01 -2.958551e-04
4.996614e-01 6.286503e-02 7.101228e-01 1.131995e+00 8.933690e-01 2.026922e-01 -5.464363e-05
2.286545e-01 4.268022e-02 6.967351e-01 9.648908e-01 7.473556e-01 9.319423e-01 -2.021473e-04
2.869120e-01 6.703644e-02 5.264008e-01 9.344671e-01 7.874360e-01 6.870776e-01 -3.661749e-05
4.406365e-01 4.726145e-02 8.679083e-01 1.168661e+00 8.288737e-01 4.455461e-01 -1.850184e-04
3.727242e-01 5.071090e-02 6.089820e-01 8.713824e-01 9.111973e-01 5.938321e-02 -9.282734e-05
1.048183e-01 3.124872e-02 7.971439e-01 1.025494e+00 6.541367e-01 8.276760e-01 -2.412993e-04
1.282867e-01 6.242216e-02 6.251711e-01 1.196802e+00 9.788702e-01 9.395744e-01 -8.682494e-06
3.992445e-01 4.202218e-02 7.680641e-01 9.000629e-01 6.374342e-01 1.953019e-01 -1.566945e-04
4.172787e-01 5.594038e-02 5.082402e-01 1.009890e+00 7.041324e-01 3.331486e-01 -1.024017e-04
2.602583e-01 3.585320e-02 8.981783e-01 8.932256e-01 8.611947e-01 5.522922e-01 -2.504845e-04
2.052358e-01 5.396170e-02 7.310125e-01 8.064618e-01 8.227606e-01 8.038794e-01 -1.207025e-04
4.730933e-01 3.408909e-02 6.629548e-01 1.090411e+00 7.673719e-01 8.342155e-02 -2.673387e-04
3.410972e-01 6.763556e-02 8.101749e-01 9.992366e-01 6.973514e-01 4.377028e-01 -6.441012e-05
1.872259e-01 4.807575e-02 5.954139e-01 1.103886e+00 9.433663e-01 6.951626e-01 -2.111220e-04
1.903507e-01 6.930632e-02 7.534439e-01 8.603423e-01 7.275500e-01 1.306488e-01 -2.884223e-04
3.317216e-01 4.890511e-02 6.400859e-01 1.042775e+00 8.815362e-01 7.545523e-01 -1.368165e-04
4.512177e-01 5.281965e-02 8.866098e-01 9.456917e-01 9.523368e-01 7.404537e-01 -1.946393e-04
2.208606e-01 3.273125e-02 5.202984e-01 1.151174e+00 6.077267e-01 3.941791e-01 -4.310879e-05
2.633828e-01 5.708365e-02 6.530343e-01 1.148882e+00 6.707689e-01 1.420350e-01 -1.775835e-04
4.079035e-01 3.720981e-02 7.412275e-01 9.542389e-01 9.137079e-01 9.905905e-01 -2.500936e-05
3.773693e-01 6.075263e-02 5.822951e-01 1.057670e+00 8.462272e-01 5.125573e-01 -2.337934e-04
1.439112e-01 4.119159e-02 8.237835e-01 8.392021e-01 7.876645e-01 3.744998e-01 -8.129039e-05
1.204435e-01 5.247914e-02 5.516154e-01 9.823477e-01 8.637044e-01 4.950702e-01 -1.685954e-04
3.508498e-01 3.198030e-02 8.415725e-01 1.114536e+00 7.207671e-01 6.398043e-01 -1.523864e-05
4.312621e-01 6.599186e-02 6.817547e-01 8.235567e-01 6.376602e-01 8.713944e-01 -2.623145e-04
2.900372e-01 4.580583e-02 7.246164e-01 1.079576e+00 9.962246e-01 1.404842e-02 -1.090286e-04
2.442801e-01 6.391083e-02 8.543806e-01 1.020932e+00 9.315328e-01 2.593191e-01 -2.792421e-04
4.777866e-01 4.413462e-02 5.396371e-01 8.759470e-01 6.775481e-01 6.279797e-01 -1.272562e-04
3.082174e-01 5.758041e-02 7.868633e-01 1.185579e+00 7.577225e-01 8.903945e-01 -2.229497e-04
1.638435e-01 3.811701e-02 6.187758e-01 9.175505e-01 8.023342e-01 2.424727e-01 -7.103941e-05
1.716062e-01 6.338189e-02 5.010209e-01 8.483721e-01 6.580354e-01 3.725458e-02 -1.883993e-04
3.004745e-01 4.356794e-02 8.925100e-01 1.054755e+00 9.010478e-01 8.481126e-01 -3.996570e-05
4.824675e-01 5.939461e-02 6.343589e-01 9.583318e-01 8.343480e-01 6.475426e-01 -2.821894e-04
2.396069e-01 3.989347e-02 7.725513e-01 1.138546e+00 7.757125e-01 4.872563e-01 -1.336848e-04
2.946311e-01 5.054584e-02 8.052879e-01 1.161157e+00 7.403291e-01 2.347041e-01 -2.265522e-04
4.266484e-01 3.000922e-02 5.889758e-01 9.419782e-01 8.941447e-01 8.982387e-01 -7.916454e-05
3.586232e-01 6.671542e-02 7.347185e-01 1.044553e+00 9.641636e-01 6.047434e-01 -1.703353e-04
1.126624e-01 4.649161e-02 6.713612e-01 8.523310e-01 6.197250e-01 2.826312e-01 -2.287228e-05
1.391941e-01 5.530656e-02 7.056387e-01 9.200740e-01 9.441412e-01 4.017970e-01 -2.543179e-04
3.821031e-01 3.539494e-02 6.875504e-01 1.176798e+00 6.903273e-01 7.327601e-01 -1.076400e-04
4.000062e-01 6.131989e-02 8.355579e-01 8.866741e-01 7.697208e-01 7.776381e-01 -1.606103e-04
2.712847e-01 4.172109e-02 5.708152e-01 1.016449e+00 8.141610e-01 1.074874e-01 -1.385666e-05
2.130258e-01 6.862116e-02 6.005785e-01 1.082900e+00 8.510443e-01 3.513838e-01 -2.163025e-04
4.590358e-01 4.818222e-02 7.934410e-01 8.139653e-01 7.080335e-01 5.357490e-01 -6.832198e-05
3.269695e-01 5.479014e-02 5.328419e-01 1.122937e+00 6.257083e-01 9.829423e-01 -2.725833e-04
1.950982e-01 3.466400e-02 8.727983e-01 9.801777e-01 9.843453e-01 1.497588e-01 -1.245320e-04
1.794738e-01 5.343339e-02 6.776605e-01 1.037028e+00 7.993883e-01 5.445997e-01 -4.740119e-05
3.488447e-01 3.352055e-02 7.158231e-01 8.660942e-01 8.407526e-01 3.407657e-01 -2.000068e-04
4.684109e-01 6.945161e-02 5.576781e-01 1.168865e+00 9.238578e-01 1.721397e-01 -1.411913e-04
2.099013e-01 4.985158e-02 8.491848e-01 9.280061e-01 6.668698e-01 9.626612e-01 -2.937258e-04
2.556599e-01 6.049067e-02 7.788513e-01 9.724862e-01 6.053759e-01 7.183551e-01 -8.659785e-05
4.218817e-01 4.005050e-02 6.154628e-01 1.130630e+00 9.609369e-01 4.145858e-01 -2.381619e-04
3.914787e-01 5.666453e-02 8.612116e-01 8.340118e-01 8.807609e-01 9.114427e-02 -3.038092e-05
1.360693e-01 3.653716e-02 5.449185e-01 1.062855e+00 7.345761e-01 7.962320e-01 -1.818696e-04
1.095368e-01 6.526116e-02 8.790006e-01 1.108784e+00 8.109334e-01 9.086598e-01 -9.573714e-05
3.679981e-01 4.544599e-02 5.142388e-01 9.880950e-01 7.553740e-01 2.258995e-01 -2.477637e-04
4.485232e-01 5.127877e-02 7.622402e-01 1.097262e+00 6.845718e-01 3.027175e-01 -2.029583e-06
2.790055e-01 3.177640e-02 6.441832e-01 8.058664e-01 9.307583e-01 5.824061e-01 -1.539805e-04
2.364817e-01 5.866290e-02 5.770167e-01 8.941987e-01 9.907491e-01 8.355191e-01 -5.642161e-05
4.918419e-01 3.812506e-02 8.169555e-01 1.002684e+00 6.493865e-01 5.161548e-02 -2.097458e-04
3.223489e-01 6.483737e-02 6.563504e-01 9.123648e-01 7.168656e-01 4.688589e-01 -1.127025e-04
1.559810e-01 4.461234e-02 7.492426e-01 1.190769e+00 8.738552e-01 6.638402e-01 -2.659558e-04
1.509245e-01 6.625993e-02 6.658454e-01 9.913333e-01 9.060049e-01 8.113589e-01 -2.311563e-04
3.203686e-01 4.677800e-02 7.276827e-01 1.111781e+00 6.599181e-01 7.400832e-02 -8.392735e-05
4.898679e-01 5.024690e-02 5.992067e-01 8.028584e-01 7.797410e-01 4.311673e-01 -1.749465e-04
2.314315e-01 3.045277e-02 8.077000e-01 1.094007e+00 8.352046e-01 7.036316e-01 -2.764640e-05
2.778615e-01 5.981135e-02 7.654358e-01 1.005681e+00 8.988089e-01 9.465628e-01 -1.931741e-04
4.442055e-01 3.964584e-02 6.288244e-01 8.974423e-01 7.417234e-01 1.863800e-01 -4.457388e-05
3.636740e-01 6.364146e-02 8.948920e-01 1.187518e+00 6.248277e-01 3.270893e-01 -2.869572e-04
1.083866e-01 4.316375e-02 5.111850e-01 9.093548e-01 9.662898e-01 5.602853e-01 -1.382817e-04
1.317445e-01 5.441582e-02 8.642123e-01 8.630472e-01 6.917193e-01 6.805383e-01 -2.208987e-04
3.903277e-01 3.487531e-02 5.289741e-01 1.033837e+00 9.488061e-01 4.540188e-01 -7.309053e-05
4.207370e-01 6.840218e-02 7.941563e-01 9.312131e-01 8.162865e-01 6.686651e-02 -2.771910e-04
2.513414e-01 4.854948e-02 6.122132e-01 1.171922e+00 7.748257e-01 8.182590e-01 -1.293072e-04
2.079265e-01 6.165546e-02 5.669774e-01 1.127436e+00 7.099139e-01 5.686056e-01 -2.590916e-04
4.633600e-01 4.154852e-02 8.270386e-01 9.694418e-01 8.560022e-01 3.185273e-01 -1.122516e-04
3.437874e-01 5.548618e-02 6.992648e-01 1.065913e+00 9.852012e-01 2.096844e-01 -1.653724e-04
1.774927e-01 3.506704e-02 7.063727e-01 8.372134e-01 6.297390e-01 9.230166e-01 -1.846155e-05
1.993679e-01 5.629753e-02 5.424850e-01 1.180004e+00 8.397010e-01 2.653712e-01 -9.136225e-05
3.281630e-01 3.675581e-02 8.509959e-01 9.231299e-01 7.951642e-01 6.199941e-01 -2.427645e-04
4.602356e-01 6.027901e-02 6.225259e-01 1.013401e+00 6.651828e-01 8.833984e-01 -3.515232e-05
2.173017e-01 4.042509e-02 7.843334e-01 8.834825e-01 9.190957e-01 2.514025e-01 -1.864835e-04
2.732170e-01 6.977985e-02 8.389992e-01 8.170251e-01 9.586158e-01 5.016129e-01 -5.200665e-05
4.051122e-01 4.967169e-02 5.553113e-01 1.086103e+00 6.000776e-01 6.313279e-01 -2.047844e-04
3.872029e-01 5.360569e-02 7.213850e-01 9.769850e-01 7.333774e-01 8.639225e-01 -1.457898e-04
1.411200e-01 3.318533e-02 6.847423e-01 1.119894e+00 8.762917e-01 2.345374e-02 -2.984920e-04
1.177614e-01 6.439409e-02 7.375742e-01 1.051748e+00 7.500734e-01 1.350351e-01 -6.118714e-05
3.605484e-01 4.491093e-02 6.556625e-01 8.451187e-01 8.086130e-01 9.995242e-01 -2.143449e-04
4.285799e-01 5.837618e-02 8.208386e-01 1.141786e+00 9.262883e-01 5.186132e-01 -1.174796e-04
2.997364e-01 3.858082e-02 5.855813e-01 9.613305e-01 6.833755e-01 3.665104e-01 -2.705617e-04
2.408059e-01 5.168329e-02 6.434155e-01 9.387253e-01 6.451601e-01 1.231732e-01 -1.003506e-04
4.867427e-01 3.151657e-02 7.505532e-01 1.158145e+00 9.896983e-01 7.639614e-01 -2.525355e-04
3.047435e-01 6.550852e-02 5.227733e-01 8.553260e-01 8.690922e-01 7.470002e-01 -6.631460e-06
1.727990e-01 4.502960e-02 8.828169e-01 1.047796e+00 7.151809e-01 3.856990e-01 -1.587456e-04
1.681185e-01 5.100003e-02 7.900620e-01 1.117730e+00 9.717641e-01 3.588858e-01 -3.184551e-05
3.094162e-01 3.079537e-02 6.034200e-01 9.853924e-01 6.131041e-01 5.263134e-01 -1.804051e-04
4.789796e-01 6.748212e-02 8.702750e-01 1.076518e+00 7.456223e-01 9.764297e-01 -8.806238e-05
2.485492e-01 4.696526e-02 5.365863e-01 8.203549e-01 8.886592e-01 1.582048e-01 -2.366973e-04
2.919626e-01 6.261527e-02 6.912528e-01 8.789936e-01 8.266043e-01 4.088235e-01 -1.438278e-04
4.363613e-01 4.309421e-02 7.030596e-01 1.024122e+00 7.820921e-01 7.238002e-01 -2.910894e-04
3.559550e-01 5.894049e-02 5.738084e-01 9.143436e-01 6.528916e-01 7.716163e-01 -5.003759e-05
1.223747e-01 3.910724e-02 8.323201e-01 1.182521e+00 9.067806e-01 1.154429e-01 -1.973703e-04
1.490170e-01 6.784474e-02 5.915975e-01 1.039778e+00 6.320880e-01 2.281877e-01 -1.159248e-04
3.793013e-01 4.769868e-02 8.016403e-01 8.570986e-01 9.766015e-01 9.066885e-01 -2.627334e-04
4.098297e-01 5.432622e-02 6.746417e-01 1.154426e+00 8.567772e-01 6.122491e-01 -5.964400e-05
2.684827e-01 3.386796e-02 7.317801e-01 9.487020e-01 7.028896e-01 2.731917e-01 -2.065234e-04
2.220543e-01 5.577056e-02 8.896136e-01 9.510007e-01 7.630999e-01 3.122904e-02 -4.080034e-06
4.554876e-01 3.619090e-02 5.043571e-01 1.145885e+00 8.217614e-01 8.560719e-01 -1.519299e-04
3.359974e-01 6.209640e-02 7.687520e-01 8.422098e-01 9.386558e-01 6.545728e-01 -9.778768e-05
1.915503e-01 4.220454e-02 6.368394e-01 1.060925e+00 6.956204e-01 4.782926e-01 -2.457132e-04
1.821747e-01 6.097401e-02 8.136193e-01 9.033156e-01 8.864417e-01 8.415483e-01 -1.729717e-04
3.391222e-01 4.082673e-02 5.799131e-01 1.199813e+00 7.294782e-01 4.365280e-02 -2.023582e-05
4.711124e-01 5.746037e-02 7.467619e-01 8.902307e-01 6.118015e-01 4.618404e-01 -2.291886e-04
2.001787e-01 3.700090e-02 6.601497e-01 1.006648e+00 9.531411e-01 6.727925e-01 -7.652813e-05
2.591075e-01 5.263762e-02 5.178863e-01 1.093418e+00 9.183203e-01 9.151649e-01 -2.836539e-04
4.129541e-01 3.305674e-02 8.763789e-01 8.097154e-01 6.722089e-01 2.174606e-01 -1.322202e-04
3.949258e-01 6.896834e-02 6.471215e-01 1.100646e+00 7.928135e-01 2.952077e-01 -1.898638e-04
1.271419e-01 4.907527e-02 7.589596e-01 9.962379e-01 8.483009e-01 5.918494e-01 -3.850119e-05
1.005003e-01 5.787687e-02 6.180417e-01 8.253089e-01 7.222048e-01 7.113328e-01 -2.746338e-04
3.715801e-01 3.767098e-02 7.751488e-01 1.071563e+00 8.683176e-01 4.235418e-01 -1.224815e-04
4.394865e-01 6.436383e-02 5.481563e-01 9.680832e-01 9.982976e-01 9.717725e-02 -2.183529e-04
2.825882e-01 4.384576e-02 8.582182e-01 1.135037e+00 6.428115e-01 7.882655e-01 -6.627145e-05
2.266744e-01 6.573478e-02 7.129817e-01 1.165455e+00 6.794740e-01 5.370860e-01 -1.638327e-04
4.946052e-01 4.621249e-02 6.810393e-01 9.314111e-01 9.364390e-01 3.502128e-01 -1.063433e-05
3.125418e-01 5.206488e-02 8.454403e-01 1.028543e+00 8.031377e-01 1.786486e-01 -2.575403e-04
1.587437e-01 3.223041e-02 5.602014e-01 8.745743e-01 7.617996e-01 9.542186e-01 -1.044176e-04
1.574274e-01 6.144472e-02 7.202372e-01 1.012270e+00 8.366149e-01 4.827360e-01 -2.169362e-04
3.146404e-01 4.161030e-02 6.865250e-01 8.908458e-01 7.795033e-01 6.501898e-01 -7.002287e-05
4.966089e-01 5.511461e-02 8.400983e-01 1.194496e+00 6.620234e-01 8.527760e-01 -2.731529e-04
2.254525e-01 3.559238e-02 5.534799e-01 9.023710e-01 9.035082e-01 3.458534e-02 -1.263153e-04
2.836138e-01 5.498393e-02 6.237715e-01 9.969533e-01 9.680053e-01 2.851885e-01 -2.537523e-04
4.376771e-01 3.446594e-02 7.822579e-01 1.106168e+00 6.219411e-01 6.001919e-01 -1.058710e-04
3.696763e-01 6.849696e-02 5.412883e-01 8.088656e-01 7.427424e-01 8.954777e-01 -1.599623e-04
1.016208e-01 4.829116e-02 8.531203e-01 1.088005e+00 8.981798e-01 2.393381e-01 -1.215177e-05
1.250404e-01 5.959816e-02 5.247024e-01 1.134325e+00 7.719384e-01 1.042961e-01 -2.260186e-04
3.962454e-01 3.970518e-02 8.818156e-01 9.625583e-01 8.180011e-01 7.828236e-01 -7.734521e-05
4.141727e-01 6.326744e-02 6.415354e-01 1.072410e+00 9.481778e-01 7.358539e-01 -1.697377e-04
2.571066e-01 4.368665e-02 7.516034e-01 8.307240e-01 6.927390e-01 3.968302e-01 -2.113534e-05
2.019848e-01 6.683048e-02 8.188118e-01 8.689541e-01 6.295006e-01 1.548525e-01 -1.890101e-04
4.700896e-01 4.637106e-02 5.868757e-01 1.027925e+00 9.866108e-01 9.797216e-01 -4.170779e-05
3.379989e-01 5.034412e-02 7.395522e-01 9.367259e-01 8.535062e-01 5.306924e-01 -2.827178e-04
1.840818e-01 3.019690e-02 6.543193e-01 1.166403e+00 7.120200e-01 3.544463e-01 -1.354910e-04
1.934566e-01 5.146645e-02 8.967227e-01 8.228378e-01 9.215923e-01 9.654287e-01 -5.819515e-05
3.348733e-01 3.157468e-02 5.100868e-01 1.080298e+00 6.630775e-01 1.674990e-01 -2.103068e-04
4.544640e-01 6.514061e-02 7.636540e-01 9.831902e-01 7.954019e-01 3.382167e-01 -1.144119e-04
2.238597e-01 4.556104e-02 6.299715e-01 1.113694e+00 8.382907e-01 5.491426e-01 -2.665993e-04
2.664810e-01 6.495609e-02 5.970831e-01 1.186396e+00 8.769207e-01 7.915602e-01 -9.404085e-05
4.110476e-01 4.449789e-02 8.088959e-01 9.167313e-01 7.323585e-01 9.382215e-02 -2.471254e-04
3.806202e-01 5.847461e-02 6.679203e-01 1.020186e+00 6.029641e-01 4.190995e-01 -2.508930e-07
1.469148e-01 3.832861e-02 7.264380e-01 8.766914e-01 9.569003e-01 7.157146e-01 -1.534062e-04
1.234960e-01 6.956056e-02 6.982154e-01 9.448248e-01 6.823558e-01 5.874711e-01 -8.485121e-05
3.540519e-01 4.972737e-02 7.082522e-01 1.152041e+00 9.269166e-01 2.996464e-01 -2.375556e-04
4.345527e-01 5.323534e-02 5.679781e-01 8.610368e-01 8.068984e-01 2.208121e-01 -2.857019e-05
2.929890e-01 3.371434e-02 8.251103e-01 1.042078e+00 7.529607e-01 9.118738e-01 -1.813457e-04
2.473280e-01 5.686197e-02 7.954987e-01 1.058439e+00 7.130748e-01 6.607400e-01 -4.921593e-05
4.809841e-01 3.634521e-02 6.102361e-01 8.384333e-01 8.715882e-01 4.738325e-01 -2.005450e-04
3.115156e-01 6.037989e-02 8.629187e-01 1.148089e+00 9.882887e-01 5.479845e-02 -1.429236e-04
1.668030e-01 4.017532e-02 5.310001e-01 9.550338e-01 6.453985e-01 8.303422e-01 -2.943280e-04
1.747015e-01 5.613843e-02 6.491484e-01 8.858797e-01 8.895812e-01 9.350125e-01 -1.212264e-04
3.036216e-01 3.565941e-02 7.576653e-01 1.017241e+00 7.450917e-01 1.976282e-01 -2.691495e-04
4.857153e-01 6.231321e-02 5.159084e-01 9.208425e-01 6.149164e-01 3.073174e-01 -6.501636e-05
2.426136e-01 4.214638e-02 8.777220e-01 1.176029e+00 9.687792e-01 5.797550e-01 -2.128687e-04
2.977340e-01 6.774634e-02 7.448328e-01 1.123634e+00 9.089843e-01 8.227015e-01 -8.080257e-06
4.298032e-01 4.795093e-02 6.611511e-01 9.794828e-01 6.502980e-01 6.248442e-02 -1.549621e-04
3.618665e-01 5.376426e-02 8.154996e-01 1.082034e+00 7.834040e-01 4.507239e-01 -1.018636e-04
1.156646e-01 3.428103e-02 5.788629e-01 8.148326e-01 8.264635e-01 6.838937e-01 -2.486697e-04
1.422451e-01 6.298558e-02 8.441948e-01 9.575878e-01 7.002953e-01 5.569339e-01 -3.597406e-05
3.852975e-01 4.256517e-02 5.622770e-01 1.139291e+00 8.589801e-01 3.303802e-01 -1.833089e-04
4.033073e-01 5.915974e-02 7.141783e-01 8.491909e-01 9.764615e-01 1.907580e-01 -9.226630e-05
2.742411e-01 3.905153e-02 6.789150e-01 1.053938e+00 6.334006e-01 9.421243e-01 -2.395258e-04
2.160813e-01 5.089919e-02 5.493042e-01 1.045396e+00 6.950890e-01 6.924857e-01 -1.490010e-04
4.622347e-01 3.104518e-02 8.564356e-01 8.514882e-01 9.395771e-01 4.423736e-01 -2.976338e-04
3.302631e-01 6.691772e-02 6.169428e-01 1.160436e+00 8.187772e-01 8.606106e-02 -5.528191e-05
1.980470e-01 4.737590e-02 7.769803e-01 9.426975e-01 7.649131e-01 7.993666e-01 -2.038436e-04
1.761725e-01 6.610631e-02 5.724661e-01 1.099520e+00 9.561260e-01 3.889946e-01 -2.809790e-04
3.458883e-01 4.568711e-02 8.342973e-01 8.036079e-01 6.099892e-01 7.436442e-01 -1.278539e-04
4.653599e-01 5.227559e-02 6.925465e-01 1.106354e+00 7.300088e-01 7.595181e-01 -2.247690e-04
2.067069e-01 3.216859e-02 7.010336e-01 9.905228e-01 8.855197e-01 1.275560e-01 -7.157300e-05
2.523663e-01 5.778213e-02 8.713244e-01 9.100090e-01 8.484417e-01 3.777215e-01 -1.667893e-04
4.189329e-01 3.792933e-02 5.347068e-01 1.193125e+00 7.915016e-01 5.074626e-01 -1.471020e-05
3.884231e-01 6.379577e-02 7.890614e-01 8.965316e-01 6.748025e-01 9.875271e-01 -2.605725e-04
1.328703e-01 4.425517e-02 6.053484e-01 1.000354e+00 9.161166e-01 1.470926e-01 -1.084178e-04
1.062890e-01 5.301160e-02 7.708756e-01 1.171270e+00 6.414989e-01 1.140028e-02 -1.758002e-04
3.649913e-01 3.253381e-02 6.356436e-01 9.256026e-01 9.984376e-01 8.759155e-01 -2.443972e-05
4.454280e-01 6.918149e-02 8.875388e-01 1.034745e+00 8.661147e-01 6.424745e-01 -2.320925e-04
2.758584e-01 4.901589e-02 5.056019e-01 8.683771e-01 7.247991e-01 4.904059e-01 -8.065666e-05
2.332384e-01 6.087683e-02 6.728111e-01 8.317033e-01 7.599864e-01 2.470232e-01 -2.901272e-04
4.888398e-01 4.108264e-02 7.328784e-01 1.065161e+00 8.061219e-01 8.878381e-01 -1.374645e-04
3.192461e-01 5.688986e-02 5.933794e-01 9.748663e-01 9.355177e-01 6.233466e-01 -1.964082e-04
1.528263e-01 3.740787e-02 8.004933e-01 1.128249e+00 6.800054e-01 2.620792e-01 -4.367442e-05
1.539771e-01 5.421726e-02 5.843210e-01 9.288562e-01 7.494610e-01 1.609044e-01 -3.473793e-06
3.235707e-01 3.399218e-02 8.224899e-01 1.174277e+00 8.908722e-01 9.717362e-01 -1.501833e-04
4.931585e-01 6.804279e-02 6.510571e-01 8.653782e-01 9.741744e-01 5.236965e-01 -9.726384e-05
2.343833e-01 4.750490e-02 7.425698e-01 1.031505e+00 6.171361e-01 3.633759e-01 -2.439025e-04
2.809095e-01 6.189895e-02 8.846814e-01 1.068173e+00 6.551555e-01 1.108390e-01 -1.164630e-04
4.474030e-01 4.239649e-02 5.212990e-01 8.349561e-01 9.105683e-01 7.743469e-01 -2.645482e-04
3.669722e-01 5.588134e-02 7.553233e-01 1.125007e+00 8.305892e-01 7.283818e-01 -6.024624e-05
1.113461e-01 3.606608e-02 6.390364e-01 9.718715e-01 7.845495e-01 4.062358e-01 -2.082558e-04
1.348504e-01 6.729444e-02 7.856185e-01 8.005518e-01 8.605664e-01 2.781889e-01 -1.443888e-04
3.934794e-01 4.716698e-02 6.208506e-01 1.096314e+00 7.051521e-01 6.091253e-01 -2.928629e-04
4.239833e-01 5.112058e-02 8.555764e-01 9.937146e-01 6.345468e-01 9.015334e-01 -5.068102e-05
2.543405e-01 3.068031e-02 5.375134e-01 1.109402e+00 9.805850e-01 2.313490e-01 -1.990798e-04
2.110248e-01 5.882178e-02 6.829018e-01 1.189922e+00 9.408704e-01 4.752601e-01 -3.120723e-05
4.665041e-01 3.922168e-02 7.228345e-01 9.069494e-01 6.994575e-01 6.595991e-01 -1.787088e-04
3.470383e-01 6.280356e-02 5.505171e-01 1.003397e+00 7.671335e-01 8.593227e-01 -8.748819e-05
1.804964e-01 4.289066e-02 8.434031e-01 8.997241e-01 8.241701e-01 2.610491e-02 -2.349186e-04
1.961216e-01 6.416029e-02 6.076388e-01 1.142481e+00 6.079644e-01 6.682193e-01 -1.620134e-04
3.251638e-01 4.403404e-02 7.991218e-01 9.606345e-01 9.509265e-01 4.644195e-01 -1.010074e-05
4.571296e-01 5.799131e-02 5.276951e-01 1.050881e+00 8.840330e-01 4.826320e-02 -2.558034e-04
2.141500e-01 3.755226e-02 8.658815e-01 8.459841e-01 7.254446e-01 8.388109e-01 -1.038199e-04
2.699660e-01 5.194983e-02 7.111730e-01 8.545328e-01 7.905511e-01 5.944598e-01 -2.763759e-04
4.021085e-01 3.235096e-02 6.948548e-01 1.048590e+00 8.445117e-01 2.907243e-01 -1.230924e-04
3.841046e-01 6.593649e-02 8.288852e-01 9.394957e-01 9.143369e-01 2.147526e-01 -2.201591e-04
1.379759e-01 4.602482e-02 5.655218e-01 1.157377e+00 6.697501e-01 9.198670e-01 -6.679989e-05
1.144709e-01 5.733555e-02 8.122993e-01 1.014244e+00 9.945098e-01 7.850212e-01 -2.853548e-04
3.575966e-01 3.711168e-02 5.942172e-01 8.826416e-01 6.405476e-01 1.022947e-01 -1.328539e-04
4.255274e-01 6.116597e-02 7.289369e-01 1.179284e+00 7.197474e-01 4.265826e-01 -1.916471e-04
2.965343e-01 4.062929e-02 6.642002e-01 9.238503e-01 8.643327e-01 7.062979e-01 -3.907083e-05
2.375078e-01 6.877457e-02 5.064087e-01 9.762390e-01 8.009247e-01 9.593654e-01 -1.712028e-04
