#Omega_m                 Omega_b                  h                        n_s                      sigma_8
4.797000000000000153e-01 5.889000000000001178e-02 8.860999999999999988e-01 8.375000000000000222e-01 7.812999999999999945e-01
4.039000000000000368e-01 5.204999999999999905e-02 6.456999999999999407e-01 1.186500000000000110e+00 8.600999999999999757e-01
3.528999999999999915e-01 3.409000000000000224e-02 6.751000000000000334e-01 1.176699999999999857e+00 9.738999999999999879e-01
3.962999999999999856e-01 5.963000000000000245e-02 5.841000000000000636e-01 9.109000000000000430e-01 8.221000000000000529e-01
3.285000000000000142e-01 3.395000000000000101e-02 5.736999999999999877e-01 9.964999999999999414e-01 6.688999999999999391e-01
4.907000000000000250e-01 6.853000000000000758e-02 5.179000000000000270e-01 9.323000000000000176e-01 8.195000000000000062e-01
4.187000000000000721e-01 5.903000000000000608e-02 6.809000000000000608e-01 8.941000000000000059e-01 7.779000000000000359e-01
2.081000000000000072e-01 6.981000000000001093e-02 5.753000000000000336e-01 1.087099999999999955e+00 6.726999999999999647e-01
2.443000000000000171e-01 3.166999999999999676e-02 7.464999999999999414e-01 1.190099999999999936e+00 8.987000000000000544e-01
1.471000000000000085e-01 6.553000000000000491e-02 8.703000000000000735e-01 1.126100000000000101e+00 8.927000000000000490e-01
3.971000000000000085e-01 3.506999999999999701e-02 5.544999999999999929e-01 9.822999999999999510e-01 7.959000000000000519e-01
1.683000000000000052e-01 3.848999999999999644e-02 5.354999999999999760e-01 9.788999999999999924e-01 9.032999999999999918e-01
3.737000000000000322e-01 3.971000000000000224e-02 7.926999999999999602e-01 9.944999999999999396e-01 7.086999999999999966e-01
2.095000000000000195e-01 6.771000000000000629e-02 7.773000000000001020e-01 1.139899999999999913e+00 7.666999999999999371e-01
3.135000000000000009e-01 4.945000000000000090e-02 6.476999999999999424e-01 9.159000000000000474e-01 9.576999999999999957e-01
4.469000000000000750e-01 3.178999999999999881e-02 6.674999999999999822e-01 1.036499999999999977e+00 8.548999999999999932e-01
2.031000000000000305e-01 3.255000000000000254e-02 7.442999999999999616e-01 8.693000000000000727e-01 7.026999999999999913e-01
4.343000000000000194e-01 5.293000000000000482e-02 5.571000000000000396e-01 1.197899999999999965e+00 8.056999999999999718e-01
4.707000000000000073e-01 5.913000000000000200e-02 7.096999999999999975e-01 1.099099999999999966e+00 9.411000000000000476e-01
4.799000000000001043e-01 5.136999999999999900e-02 7.544999999999999485e-01 1.044499999999999984e+00 7.125000000000000222e-01
4.429000000000000714e-01 3.815000000000000335e-02 7.699000000000000288e-01 1.183300000000000018e+00 7.657000000000000473e-01
4.393000000000000238e-01 5.681000000000000633e-02 7.358999999999999986e-01 1.137899999999999912e+00 8.106999999999999762e-01
1.231000000000000150e-01 6.593000000000000249e-02 5.965000000000000302e-01 1.030699999999999950e+00 8.141000000000000458e-01
3.383000000000000451e-01 3.837000000000000133e-02 8.395000000000000240e-01 1.153899999999999926e+00 7.677000000000000490e-01
4.437000000000000943e-01 6.840999999999999859e-02 7.200999999999999623e-01 1.091099999999999959e+00 6.671000000000000263e-01
2.751000000000000112e-01 4.299000000000000044e-02 5.391000000000000236e-01 9.767000000000000126e-01 8.690999999999999837e-01
4.237000000000000766e-01 6.401000000000001133e-02 7.167000000000000037e-01 8.276999999999999913e-01 9.838999999999999968e-01
3.610999999999999766e-01 4.985000000000000542e-02 5.352999999999999980e-01 1.146500000000000075e+00 8.110999999999999321e-01
2.187000000000000055e-01 6.167000000000000259e-02 8.575000000000000400e-01 9.862999999999999545e-01 7.520999999999999908e-01
4.593000000000000416e-01 5.507000000000000783e-02 6.551000000000000156e-01 1.084300000000000042e+00 8.223000000000000309e-01
2.674999999999999600e-01 5.465000000000000413e-02 6.504999999999999671e-01 1.176899999999999835e+00 7.452999999999999625e-01
2.994999999999999885e-01 5.689000000000000307e-02 8.179000000000000714e-01 1.112900000000000000e+00 7.734999999999999654e-01
3.673000000000000709e-01 5.779000000000000803e-02 8.490999999999999659e-01 8.024999999999999911e-01 7.297000000000000153e-01
3.787000000000000366e-01 6.469000000000001138e-02 5.189000000000000279e-01 9.082999999999999963e-01 8.447000000000000064e-01
2.096999999999999975e-01 4.846999999999999920e-02 5.561000000000000387e-01 1.012499999999999956e+00 6.763000000000000123e-01
2.913000000000000034e-01 4.197000000000000036e-02 6.744999999999999885e-01 1.130500000000000060e+00 9.711000000000000743e-01
2.083000000000000407e-01 3.857000000000000012e-02 8.521000000000000796e-01 1.006699999999999928e+00 6.988999999999999657e-01
2.469000000000000083e-01 6.515000000000001346e-02 5.134999999999999565e-01 1.114700000000000024e+00 9.296999999999999709e-01
1.273000000000000242e-01 5.587000000000000299e-02 8.106999999999999762e-01 1.108300000000000063e+00 9.516999999999999904e-01
2.837000000000000632e-01 5.100999999999999979e-02 7.055000000000000160e-01 1.072100000000000053e+00 6.886999999999999789e-01
2.507000000000000339e-01 6.765000000000001568e-02 7.233000000000000540e-01 9.658999999999999808e-01 7.298999999999999932e-01
3.029000000000000026e-01 5.491000000000000048e-02 5.259000000000000341e-01 1.095699999999999896e+00 9.493000000000000327e-01
3.395000000000000240e-01 4.381000000000000172e-02 5.401000000000000245e-01 1.008299999999999974e+00 8.126999999999999780e-01
4.997000000000000330e-01 3.218999999999999639e-02 8.501000000000000778e-01 1.120900000000000007e+00 9.733000000000000540e-01
4.297000000000000819e-01 6.559000000000000941e-02 7.118999999999999773e-01 1.027900000000000036e+00 9.201000000000000290e-01
2.899000000000000465e-01 6.775000000000000466e-02 7.157000000000000028e-01 8.401000000000000689e-01 7.210999999999999632e-01
3.769000000000000128e-01 3.801000000000000212e-02 7.500999999999999890e-01 8.669000000000000039e-01 8.512999999999999456e-01
1.203000000000000042e-01 4.637000000000000149e-02 5.983000000000000540e-01 1.084699999999999998e+00 8.259000000000000785e-01
2.472999999999999921e-01 3.907000000000000056e-02 7.764999999999999680e-01 1.157299999999999995e+00 8.034999999999999920e-01
1.187000000000000000e-01 3.987000000000000266e-02 8.545000000000000373e-01 8.812999999999999723e-01 8.896999999999999353e-01
4.929000000000000048e-01 3.712999999999999634e-02 6.873000000000000220e-01 8.763000000000000789e-01 7.307000000000000162e-01
4.715000000000000302e-01 4.010999999999999982e-02 8.823000000000000842e-01 8.437000000000000055e-01 6.860999999999999321e-01
4.575000000000000178e-01 6.663000000000000866e-02 6.783000000000000140e-01 1.133699999999999930e+00 9.336999999999999744e-01
2.657000000000000473e-01 3.032999999999999932e-02 5.277000000000000579e-01 8.373000000000000442e-01 9.307000000000000828e-01
3.303000000000000380e-01 6.813000000000001000e-02 8.641000000000000902e-01 8.523000000000000576e-01 8.634999999999999343e-01
1.197000000000000008e-01 3.862999999999999767e-02 5.758999999999999675e-01 1.121099999999999985e+00 7.555000000000000604e-01
3.919000000000000261e-01 5.685000000000000470e-02 5.231000000000000094e-01 8.427000000000000046e-01 8.163000000000000256e-01
3.881000000000000005e-01 6.725000000000000422e-02 5.516999999999999682e-01 1.190900000000000070e+00 7.075000000000000178e-01
3.964999999999999636e-01 6.623000000000001108e-02 6.693000000000000060e-01 1.046100000000000030e+00 6.048999999999999932e-01
4.768999999999999906e-01 5.379000000000000448e-02 5.921000000000000707e-01 1.048300000000000010e+00 7.617000000000000437e-01
2.207000000000000073e-01 6.259000000000000674e-02 8.481000000000000760e-01 1.165899999999999936e+00 8.842999999999999750e-01
2.367000000000000215e-01 6.657000000000000417e-02 5.563000000000000167e-01 1.199500000000000011e+00 6.636999999999999567e-01
3.553000000000000602e-01 6.611000000000000210e-02 8.969000000000000306e-01 1.093299999999999939e+00 8.807000000000000384e-01
1.743000000000000105e-01 3.221000000000000252e-02 6.442999999999999838e-01 9.001000000000000112e-01 7.924999999999999822e-01
3.047000000000000264e-01 3.767000000000000209e-02 8.943000000000000949e-01 1.199300000000000033e+00 7.248999999999999888e-01
2.782999999999999918e-01 6.387000000000001010e-02 5.329000000000000403e-01 1.037500000000000089e+00 7.173000000000000487e-01
4.213000000000000078e-01 5.803000000000000519e-02 7.679000000000000270e-01 8.951000000000000068e-01 6.746999999999999664e-01
4.461000000000000520e-01 3.205000000000000210e-02 6.032999999999999474e-01 1.077500000000000124e+00 7.442999999999999616e-01
4.910999999999999810e-01 4.899000000000000576e-02 8.373000000000000442e-01 1.017700000000000049e+00 8.398999999999999799e-01
4.257000000000000783e-01 5.017000000000000626e-02 8.115000000000001101e-01 9.670999999999999597e-01 9.673000000000000487e-01
3.899000000000000243e-01 5.651000000000000467e-02 6.903000000000000247e-01 9.361000000000000432e-01 8.081000000000000405e-01
4.233000000000000096e-01 3.375000000000000222e-02 6.449000000000000288e-01 8.301000000000000600e-01 8.725000000000000533e-01
3.685000000000000497e-01 6.779000000000000303e-02 6.305000000000000604e-01 9.782999999999999474e-01 9.768999999999999906e-01
3.309000000000000274e-01 5.425000000000000655e-02 6.260999999999999899e-01 1.116500000000000048e+00 9.313000000000000167e-01
1.903000000000000247e-01 5.573000000000000176e-02 8.308999999999999719e-01 8.215000000000000080e-01 6.274999999999999467e-01
1.053000000000000047e-01 6.153000000000000830e-02 8.891000000000000014e-01 9.523000000000000353e-01 6.050999999999999712e-01
3.076999999999999735e-01 5.739000000000000351e-02 7.459000000000000075e-01 1.126500000000000057e+00 6.034999999999999254e-01
3.007000000000000228e-01 5.322999999999999954e-02 8.543000000000000593e-01 8.431000000000000716e-01 8.493000000000000549e-01
2.261000000000000232e-01 4.269000000000000572e-02 7.559000000000000163e-01 1.184499999999999886e+00 9.383000000000000229e-01
3.913000000000000922e-01 3.461000000000000187e-02 7.043000000000000371e-01 9.099000000000000421e-01 7.095000000000000195e-01
2.270999999999999963e-01 6.761000000000000343e-02 7.135000000000000231e-01 9.234999999999999876e-01 9.415000000000000036e-01
1.133000000000000118e-01 6.287000000000000921e-02 8.317000000000001059e-01 1.047099999999999920e+00 8.453000000000000513e-01
4.843000000000000638e-01 6.937000000000001498e-02 5.733000000000000318e-01 1.191300000000000026e+00 7.864999999999999769e-01
2.681000000000000050e-01 6.851000000000001533e-02 8.335000000000000187e-01 1.090500000000000025e+00 9.945000000000000506e-01
4.965000000000000524e-01 5.157000000000000473e-02 5.514999999999999902e-01 8.408999999999999808e-01 6.588999999999999302e-01
3.533000000000000584e-01 3.584999999999999992e-02 7.187000000000000055e-01 1.177899999999999947e+00 6.284999999999999476e-01
1.691000000000000281e-01 4.617000000000000270e-02 7.322999999999999510e-01 1.192299999999999915e+00 6.330999999999999961e-01
2.627000000000000446e-01 5.091000000000000386e-02 5.204999999999999627e-01 1.036299999999999999e+00 9.069000000000000394e-01
2.007000000000000173e-01 6.403000000000000358e-02 8.443000000000000504e-01 1.062699999999999978e+00 7.943000000000000060e-01
3.997000000000000552e-01 6.107000000000000622e-02 5.853000000000000425e-01 1.054899999999999949e+00 9.877000000000000224e-01
4.857000000000000206e-01 6.899000000000000965e-02 8.135000000000000009e-01 9.238999999999999435e-01 7.120999999999999552e-01
3.730999999999999872e-01 5.809000000000000274e-02 7.835000000000000853e-01 9.311000000000000387e-01 7.582999999999999741e-01
3.762999999999999678e-01 3.772999999999999965e-02 6.491000000000000103e-01 9.163000000000000034e-01 7.504999999999999449e-01
3.019000000000000572e-01 5.367000000000000243e-02 5.548999999999999488e-01 1.081299999999999928e+00 8.945000000000000728e-01
1.057000000000000023e-01 4.659000000000000641e-02 6.633000000000000007e-01 8.565000000000000391e-01 6.514999999999999680e-01
4.621000000000000663e-01 5.185000000000000719e-02 7.804999999999999716e-01 1.085700000000000109e+00 8.583000000000000629e-01
3.316999999999999948e-01 6.884999999999999454e-02 6.629000000000000448e-01 1.026499999999999968e+00 6.382999999999999785e-01
3.336999999999999966e-01 6.123000000000000664e-02 6.923000000000000265e-01 9.853000000000000647e-01 7.846999999999999531e-01
4.164999999999999813e-01 4.152999999999999747e-02 5.613000000000000211e-01 9.528999999999999693e-01 9.389000000000000679e-01
1.505000000000000226e-01 4.154999999999999666e-02 5.446999999999999620e-01 9.535000000000000142e-01 7.056999999999999940e-01
4.979000000000000092e-01 3.176999999999999963e-02 6.072999999999999510e-01 8.263000000000000345e-01 9.163000000000000034e-01
3.625000000000000444e-01 5.225000000000000477e-02 6.764999999999999902e-01 1.096700000000000008e+00 7.754999999999999671e-01
4.858999999999999986e-01 5.347000000000000364e-02 5.818999999999999728e-01 9.947000000000000286e-01 7.397000000000000242e-01
3.155000000000000027e-01 6.549000000000000654e-02 5.877000000000000002e-01 1.147699999999999942e+00 8.790999999999999925e-01
4.513000000000000345e-01 6.309000000000000719e-02 5.321000000000000174e-01 1.186900000000000066e+00 8.523000000000000576e-01
1.945000000000000062e-01 4.283000000000000002e-02 7.056999999999999940e-01 1.130300000000000082e+00 8.480999999999999650e-01
1.063000000000000056e-01 5.781000000000000721e-02 5.082999999999999741e-01 9.161000000000000254e-01 6.794999999999999929e-01
4.980999999999999872e-01 6.749000000000000832e-02 6.007000000000000117e-01 9.196999999999999620e-01 9.783000000000000584e-01
4.381000000000000449e-01 4.810999999999999999e-02 6.462999999999999856e-01 1.058499999999999996e+00 8.145000000000000018e-01
2.065000000000000169e-01 5.035000000000000586e-02 5.713000000000000300e-01 9.698999999999999844e-01 7.490999999999999881e-01
4.717000000000000082e-01 5.730999999999999983e-02 5.638999999999999568e-01 1.038499999999999979e+00 8.921000000000000041e-01
2.492999999999999938e-01 6.357000000000001538e-02 5.246999999999999442e-01 9.556999999999999940e-01 9.800999999999999712e-01
4.002999999999999892e-01 3.336999999999999689e-02 5.384999999999999787e-01 1.001100000000000101e+00 7.060999999999999499e-01
4.151000000000000245e-01 6.251000000000001000e-02 8.173000000000000265e-01 1.145100000000000007e+00 6.210999999999999854e-01
4.818999999999999950e-01 5.929000000000000936e-02 8.530999999999999694e-01 9.211000000000000298e-01 6.506999999999999451e-01
4.837000000000000188e-01 5.917000000000000037e-02 5.598999999999999533e-01 1.014299999999999979e+00 6.698999999999999400e-01
2.363000000000000100e-01 4.781000000000000527e-02 6.616999999999999549e-01 9.233000000000000096e-01 9.224999999999999867e-01
2.217000000000000082e-01 3.558999999999999664e-02 8.410999999999999588e-01 1.147499999999999964e+00 8.392999999999999350e-01
3.078999999999999515e-01 4.919000000000000455e-02 8.739000000000000101e-01 1.136700000000000044e+00 9.610999999999999543e-01
3.461000000000000743e-01 3.874999999999999972e-02 7.188999999999999835e-01 1.001500000000000057e+00 7.399000000000000021e-01
1.887000000000000066e-01 5.703000000000001124e-02 5.299000000000000377e-01 1.064300000000000024e+00 7.078999999999999737e-01
1.714999999999999858e-01 6.119000000000000133e-02 6.152999999999999581e-01 8.757000000000000339e-01 6.616999999999999549e-01
1.871000000000000163e-01 4.705000000000000154e-02 6.234999999999999432e-01 9.848999999999999977e-01 8.667000000000000259e-01
2.767000000000000015e-01 5.419000000000000206e-02 8.903000000000000913e-01 1.026899999999999924e+00 9.715000000000000302e-01
3.051000000000000378e-01 3.366999999999999854e-02 6.998999999999999666e-01 1.055099999999999927e+00 6.751000000000000334e-01
1.707000000000000184e-01 3.942999999999999977e-02 8.894999999999999574e-01 8.091000000000000414e-01 9.585000000000000187e-01
1.043000000000000038e-01 6.757000000000000506e-02 7.842999999999999972e-01 8.897000000000000464e-01 8.004999999999999893e-01
4.463000000000000300e-01 4.451000000000000095e-02 5.658999999999999586e-01 1.162900000000000045e+00 6.780999999999999250e-01
